Mod:Item:MetaData, Localized Name
moreplanets:tinted_glass:2, Magenta Tinted Glass
moreplanets:tinted_glass:3, Light Blue Tinted Glass
moreplanets:tinted_glass:4, Yellow Tinted Glass
moreplanets:tinted_glass:5, Lime Tinted Glass
moreplanets:tinted_glass:6, Pink Tinted Glass
moreplanets:tinted_glass:7, Gray Tinted Glass
moreplanets:tinted_glass:8, Light Gray Tinted Glass
moreplanets:tinted_glass:9, Cyan Tinted Glass
moreplanets:tinted_glass:10, Purple Tinted Glass
moreplanets:tinted_glass:11, Blue Tinted Glass
moreplanets:tinted_glass:12, Brown Tinted Glass
moreplanets:tinted_glass:13, Green Tinted Glass
moreplanets:tinted_glass:14, Red Tinted Glass
moreplanets:tinted_glass:15, Black Tinted Glass
moreplanets:tinted_glass_pane:0, Tinted Glass Pane
moreplanets:tinted_glass_pane:1, Orange Tinted Glass Pane
moreplanets:tinted_glass_pane:2, Magenta Tinted Glass Pane
moreplanets:tinted_glass_pane:3, Light Blue Tinted Glass Pane
moreplanets:tinted_glass_pane:4, Yellow Tinted Glass Pane
moreplanets:tinted_glass_pane:5, Lime Tinted Glass Pane
moreplanets:tinted_glass_pane:6, Pink Tinted Glass Pane
moreplanets:tinted_glass_pane:7, Gray Tinted Glass Pane
moreplanets:tinted_glass_pane:8, Light Gray Tinted Glass Pane
moreplanets:tinted_glass_pane:9, Cyan Tinted Glass Pane
moreplanets:tinted_glass_pane:10, Purple Tinted Glass Pane
moreplanets:tinted_glass_pane:11, Blue Tinted Glass Pane
moreplanets:tinted_glass_pane:12, Brown Tinted Glass Pane
moreplanets:tinted_glass_pane:13, Green Tinted Glass Pane
moreplanets:tinted_glass_pane:14, Red Tinted Glass Pane
moreplanets:tinted_glass_pane:15, Black Tinted Glass Pane
moreplanets:polished_space_decoration:0, Polished Tin Decoration Block
moreplanets:polished_space_decoration:1, Polished Aluminum Decoration Block
moreplanets:dark_energy_receiver, Dark Energy Receiver
moreplanets:half_dungeon_brick_slab_1:0, Diona Dungeon Brick Slab
moreplanets:half_dungeon_brick_slab_1:1, Chalos Dungeon Brick Slab
moreplanets:half_dungeon_brick_slab_1:2, Nibiru Dungeon Brick Slab
moreplanets:tiered_energy_storage_cluster:0, Dark Energy Storage Cluster
moreplanets:tiered_energy_storage_cluster:4, Nuclear Waste Energy Storage Cluster
moreplanets:half_cobblestone_slab_1:0, Diona Cobblestone Slab
moreplanets:half_cobblestone_slab_1:1, Chalos Cobblestone Slab
moreplanets:half_cobblestone_slab_1:2, Nibiru Cobblestone Slab
moreplanets:half_wooden_slab_1:0, Cheese Spore Wood Slab
moreplanets:half_wooden_slab_1:1, Infected Wood Slab
moreplanets:half_wooden_slab_1:2, Infected Dead Oak Wood Slab
moreplanets:half_wooden_slab_1:3, Alien Berry Oak Wood Slab
moreplanets:cobblestone_wall_mp:0, Diona Cobblestone Wall
moreplanets:cobblestone_wall_mp:1, Chalos Cobblestone Wall
moreplanets:cobblestone_wall_mp:2, Nibiru Cobblestone Wall
moreplanets:dungeon_brick_wall_mp:0, Diona Dungeon Brick Wall
moreplanets:dungeon_brick_wall_mp:1, Chalos Dungeon Brick Wall
moreplanets:dungeon_brick_wall_mp:2, Nibiru Dungeon Brick Wall
moreplanets:space_portal, Space Portal
moreplanets:black_hole_storage, Black Hole Storage
moreplanets:alien_defender_beacon, Alien Defender Beacon
moreplanets:shield_generator, Shield Generator
moreplanets:diona_block:0, Diona Surface Rock
moreplanets:diona_block:1, Diona Sub-Surface Rock
moreplanets:diona_block:2, Diona Rock
moreplanets:diona_block:3, Diona Cobblestone
moreplanets:diona_block:4, Setrorium Ore
moreplanets:diona_block:5, Illenium Ore
moreplanets:diona_block:6, Tin Ore
moreplanets:diona_block:7, Copper Ore
moreplanets:diona_block:8, Aluminum Ore
moreplanets:diona_block:9, Block of Setrorium
moreplanets:diona_block:10, Block of Illenium
moreplanets:diona_block:11, Diona Dungeon Brick
moreplanets:infected_crystallize_part:0, Infected Crystallized Block
moreplanets:infected_crystallize_part:1, Infected Crystallized Eye Core
moreplanets:infected_crystallize_part:2, Infected Crystallized Ender Core
moreplanets:albetius_worm_egg_rock, Albetius Worm Egg Rock
moreplanets:infected_crystallize_planks, Infected Crystallized Planks
moreplanets:infected_crystallize_fence, Infected Crystallized Fence
moreplanets:diona_ancient_chest, Diona Ancient Chest
moreplanets:diona_treasure_chest, Diona Treasure Chest
moreplanets:zelius_egg, Zelius Egg
moreplanets:infected_crystallize_web, Infected Crystallized Web
moreplanets:infected_crystallize_torch, Infected Crystallized Torch
moreplanets:large_infected_crystallize, Large Infected Crystallized Crystal
moreplanets:alien_miner_blood, Alien Miner Blood
moreplanets:infected_crystallize_slime_block, Infected Crystallized Slime Block
moreplanets:dark_energy_core, Dark Energy Core
moreplanets:crystallize_water_fluid, Crystallized Water
moreplanets:crystallize_lava_fluid, Crystallized Lava
moreplanets:diona_cobblestone_stairs, Diona Cobblestone Stairs
moreplanets:diona_dungeon_brick_stairs, Diona Dungeon Brick Stairs
moreplanets:dark_energy_generator, Dark Energy Generator
moreplanets:glowing_iron_block, Block of Glowing Iron
moreplanets:crashed_alien_probe, Crashed Alien Probe
moreplanets:koentus_block:0, Koentus Surface Rock
moreplanets:koentus_block:1, Koentus Sub-Surface Rock
moreplanets:koentus_block:2, Koentus Rock
moreplanets:koentus_block:3, Koentus Cobblestone
moreplanets:koentus_block:4, Anti Gravity Ore
moreplanets:koentus_block:5, Goldenite Crystals Ore
moreplanets:koentus_block:6, Tin Ore
moreplanets:koentus_block:7, Copper Ore
moreplanets:koentus_block:8, Aluminum Ore
moreplanets:koentus_block:9, Iron Ore
moreplanets:koentus_block:10, Block of Anti Gravity Fragments
moreplanets:koentus_block:11, Block of Goldenite Crystals
moreplanets:koentus_block:12, Koentus Dungeon Brick
moreplanets:fallen_koentus_meteor, Fallen Koentus Meteor
moreplanets:glowing_hardened_ice:0, White Glowing Hardened Ice
moreplanets:glowing_hardened_ice:1, Orange Glowing Hardened Ice
moreplanets:glowing_hardened_ice:2, Magenta Glowing Hardened Ice
moreplanets:glowing_hardened_ice:3, Light Blue Glowing Hardened Ice
moreplanets:glowing_hardened_ice:4, Yellow Glowing Hardened Ice
moreplanets:glowing_hardened_ice:5, Lime Glowing Hardened Ice
moreplanets:glowing_hardened_ice:6, Pink Glowing Hardened Ice
moreplanets:glowing_hardened_ice:7, Gray Glowing Hardened Ice
moreplanets:glowing_hardened_ice:8, Silver Glowing Hardened Ice
moreplanets:glowing_hardened_ice:9, Cyan Glowing Hardened Ice
moreplanets:glowing_hardened_ice:10, Purple Glowing Hardened Ice
moreplanets:glowing_hardened_ice:11, Blue Glowing Hardened Ice
moreplanets:glowing_hardened_ice:12, Brown Glowing Hardened Ice
moreplanets:glowing_hardened_ice:13, Green Glowing Hardened Ice
moreplanets:glowing_hardened_ice:14, Red Glowing Hardened Ice
moreplanets:glowing_hardened_ice:15, Black Glowing Hardened Ice
moreplanets:koentus_ice, Koentus Ice
moreplanets:cheese_grass, Cheese Grass
moreplanets:cheese_dirt:0, Cheese Dirt
moreplanets:cheese_dirt:1, Cheese Coarse Dirt
moreplanets:chalos_block:0, Chalos Rock
moreplanets:chalos_block:1, Chalos Cobblestone
moreplanets:chalos_block:2, Diremsium Ore
moreplanets:chalos_block:3, Zyptorium Ore
moreplanets:chalos_block:4, Cheese Milk Ore
moreplanets:chalos_block:5, Iron Ore
moreplanets:chalos_block:6, Tin Ore
moreplanets:chalos_block:7, Copper Ore
moreplanets:chalos_block:8, Aluminum Ore
moreplanets:chalos_block:9, Block of Diremsium
moreplanets:chalos_block:10, Block of Zyptorium
moreplanets:chalos_block:11, Chalos Dungeon Brick
moreplanets:cheese_spore_stem, Cheese Spore Stem
moreplanets:cheese_spore_block, Cheese Spore
moreplanets:cheese_spore_planks, Cheese Spore Planks
moreplanets:cheese_slime_block, Cheese Slime Block
moreplanets:chalos_ancient_chest, Chalos Ancient Chest
moreplanets:chalos_treasure_chest, Chalos Treasure Chest
moreplanets:cheese_of_milk_cake, Cheese Milk Cake
moreplanets:cheese_spore_flower, Cheese Spore Flower
moreplanets:cheese_tall_grass, Cheese Tall Grass
moreplanets:cheese_farmland, Cheese Farmland
moreplanets:cheese_of_milk_fluid, Cheese Milk
moreplanets:cheese_of_milk_gas, Gaseous Cheese Milk
moreplanets:chalos_double_plant, Cheese Double Tall Grass
moreplanets:chalos_crafting_table, Chalos Crafting Table
moreplanets:cheese_spore_chest, Cheese Spore Chest
moreplanets:chalos_cobblestone_stairs, Chalos Cobblestone Stairs
moreplanets:chalos_dungeon_brick_stairs, Chalos Dungeon Brick Stairs
moreplanets:cheese_spore_stairs, Cheese Spore Stairs
moreplanets:cheese_spore_fence, Cheese Spore Fence
moreplanets:cheese_spore_fence_gate, Cheese Spore Fence Gate
moreplanets:infected_grass, Infected Grass
moreplanets:infected_dirt:0, Infected Dirt
moreplanets:infected_dirt:1, Infected Coarse Dirt
moreplanets:infected_farmland, Infected Farmland
moreplanets:nibiru_tall_grass:0, Infected Tall Grass
moreplanets:nibiru_tall_grass:1, Infected Fern
moreplanets:nibiru_tall_grass:2, Green Vein Tall Grass
moreplanets:infected_sand, Infected Sand
moreplanets:infected_cactus, Infected Cactus
moreplanets:nibiru_block:0, Nibiru Rock
moreplanets:nibiru_block:1, Nibiru Cobblestone
moreplanets:nibiru_block:2, Nibiru Vein Cobblestone
moreplanets:nibiru_block:3, Infected Stone Bricks
moreplanets:nibiru_block:4, Infected Vein Stone Bricks
moreplanets:nibiru_block:5, Cracked Infected Stone Bricks
moreplanets:nibiru_block:6, Chiseled Infected Stone Bricks
moreplanets:nibiru_block:7, Block of Inferumite
moreplanets:nibiru_block:8, Nibiru Dungeon Brick
moreplanets:nibiru_block:9, Mossy Nibiru Dungeon Brick
moreplanets:nibiru_ore:0, Infected Coal Ore
moreplanets:nibiru_ore:1, Infected Iron Ore
moreplanets:nibiru_ore:2, Infected Gold Ore
moreplanets:nibiru_ore:3, Infected Diamond Ore
moreplanets:nibiru_ore:4, Infected Redstone Ore
moreplanets:nibiru_ore:5, Infected Lapis Ore
moreplanets:nibiru_ore:6, Infected Emerald Ore
moreplanets:nibiru_ore:7, Infected Aluminum Ore
moreplanets:nibiru_ore:8, Infected Copper Ore
moreplanets:nibiru_ore:9, Infected Tin Ore
moreplanets:nibiru_ore:10, Infected Silicon Ore
moreplanets:nibiru_ore:11, Inferumite Crystal Ore
moreplanets:nibiru_sandstone:0, Nibiru Sandstone
moreplanets:nibiru_sandstone:1, Nibiru Chiseled Sandstone
moreplanets:nibiru_sandstone:2, Nibiru Smooth Sandstone
moreplanets:nibiru_log:0, Infected Oak Wood
moreplanets:nibiru_log:1, Infected Dead Oak Wood
moreplanets:nibiru_log:2, Infected Jungle Wood
moreplanets:nibiru_log:3, Alien Berry Oak Wood
moreplanets:nibiru_planks:0, Infected Planks
moreplanets:nibiru_planks:1, Infected Dead Oak Planks
moreplanets:nibiru_planks:2, Alien Berry Oak Planks
moreplanets:nibiru_leaves:0, Infected Oak Leaves
moreplanets:nibiru_leaves:1, Infected Dead Oak Leaves
moreplanets:nibiru_leaves:2, Infected Jungle Leaves
moreplanets:nibiru_leaves:3, Alien Berry Oak Leaves
moreplanets:nibiru_sapling:0, Infected Oak Sapling
moreplanets:nibiru_sapling:1, Infected Dead Oak Sapling
moreplanets:nibiru_sapling:2, Infected Jungle Sapling
moreplanets:nibiru_sapling:3, Alien Berry Oak Leaves
moreplanets:infected_water_fluid, Infected Water
moreplanets:infected_vines, Infected Vines
moreplanets:sporelily, Sporelily
moreplanets:nibiru_flower:0, Pure Herb
moreplanets:nibiru_flower:1, Terrapuff Herb
moreplanets:nibiru_flower:2, Bastasia Dandelion
moreplanets:nibiru_flower:3, Pyolonia
moreplanets:nibiru_flower:4, Philipy
moreplanets:nibiru_flower:5, Whitetail
moreplanets:nibiru_flower:6, Vealium Vine
moreplanets:nibiru_flower:7, Terrashroom
moreplanets:nibiru_crafting_table:0, Nibiru Crafting Table
moreplanets:nibiru_crafting_table:1, Alien Berry Crafting Table
moreplanets:nibiru_silverfish_stone:0, Nibiru Rock Worm Egg
moreplanets:nibiru_silverfish_stone:1, Nibiru Cobblestone Worm Egg
moreplanets:nibiru_silverfish_stone:2, Infected Stone Bricks Worm Egg
moreplanets:nibiru_silverfish_stone:3, Infected Vein Stone Bricks Worm Egg
moreplanets:nibiru_silverfish_stone:4, Cracked Infected Stone Bricks Worm Egg
moreplanets:nibiru_silverfish_stone:5, Chiseled Infected Stone Bricks Worm Egg
moreplanets:nibiru_bookshelf:0, Infected Bookshelf
moreplanets:nibiru_bookshelf:1, Alien Berry Bookshelf
moreplanets:nibiru_fence:0, Infected Fence
moreplanets:nibiru_fence:1, Infected Dead Oak Fence
moreplanets:nibiru_fence:2, Alien Berry Oak Fence
moreplanets:infected_fence_gate, Infected Fence Gate
moreplanets:infected_dead_oak_fence_gate, Infected Dead Oak Fence Gate
moreplanets:nibiru_double_plant:0, Infected Orange Rose Bush
moreplanets:nibiru_double_plant:1, Double Infected Tall Grass
moreplanets:nibiru_double_plant:2, Infected Large Fern
moreplanets:nibiru_double_plant:3, Double Green Vein Tall Grass
moreplanets:nibiru_cobblestone_stairs, Nibiru Cobblestone Stairs
moreplanets:nibiru_stone_bricks_stairs, Infected Stone Bricks Stairs
moreplanets:nibiru_ancient_chest, Nibiru Ancient Chest
moreplanets:nibiru_sandstone_stairs, Nibiru Sandstone Stairs
moreplanets:infected_snow, Infected Snow
moreplanets:infected_ice, Infected Ice
moreplanets:infected_packed_ice, Infected Packed Ice
moreplanets:infected_snow_layer, tile.infected_snow_layer.name
moreplanets:green_vein_grass, Green Vein Grass
moreplanets:infected_melon_block, Infected Melon Block
moreplanets:infected_gravel, Infected Gravel
moreplanets:infected_clay, Infected Clay
moreplanets:nibiru_treasure_chest, Nibiru Treasure Chest
moreplanets:infected_chest, Infected Chest
moreplanets:alien_berry_chest, Alien Berry Chest
moreplanets:multalic_crystal, Multalic Crystal
moreplanets:infected_prismarine:0, Infected Prismarine
moreplanets:infected_prismarine:1, Infected Prismarine Bricks
moreplanets:infected_prismarine:2, Infected Dark Prismarine
moreplanets:infected_sea_lantern, Infected Sea Lantern
moreplanets:infected_sponge:0, Infected Sponge
moreplanets:infected_sponge:1, Infected Wet Sponge
moreplanets:nibiru_seaweed:0, Infected Seaweed
moreplanets:oil_ore, Oil Ore
moreplanets:helium_gas, Helium Gas
moreplanets:infected_vines_dirt, Infected Vines Dirt
moreplanets:infected_torch, Infected Torch
moreplanets:nibiru_furnace, Nibiru Furnace
moreplanets:juicer_egg, Juicer Egg
moreplanets:nibiru_dungeon_brick_stairs, Nibiru Dungeon Brick Stairs
moreplanets:infected_oak_stairs, Infected Oak Stairs
moreplanets:infected_dead_oak_stairs, Infected Dead Oak Stairs
moreplanets:alien_berry_oak_stairs, Alien Berry Oak Stairs
moreplanets:infected_prismarine_stairs, Infected Prismarine Stairs
moreplanets:infected_prismarine_brick_stairs, Infected Prismarine Brick Stairs
moreplanets:infected_dark_prismarine_stairs, Infected Dark Prismarine Stairs
moreplanets:infected_vein_stone_bricks_stairs, Infected Vein Stone Bricks Stairs
moreplanets:cracked_infected_stone_bricks_stairs, Cracked Infected Stone Bricks
moreplanets:nibiru_smooth_sandstone_stairs, Nibiru Smooth Sandstone Stairs
moreplanets:nuclear_waste_tank, Nuclear Waste Tank
moreplanets:nuclear_waste_fluid, Nuclear Waste
moreplanets:vein_frame, Vein Frame
moreplanets:nuclear_waste_generator, Nuclear Waste Generator
moreplanets:alien_berry_oak_fence_gate, Alien Berry Oak Fence Gate
moreplanets:half_infected_prismarine_slab:0, Infected Prismarine Slab
moreplanets:half_infected_prismarine_slab:1, Infected Prismarine Brick Slab
moreplanets:half_infected_prismarine_slab:2, Infected Dark Prismarine Slab
moreplanets:half_infected_stone_bricks_slab:0, Infected Stone Bricks Slab
moreplanets:half_infected_stone_bricks_slab:1, Infected Vein Stone Bricks Slab
moreplanets:half_infected_stone_bricks_slab:2, Cracked Infected Stone Bricks Slab
moreplanets:half_infected_stone_bricks_slab:3, Terrastone Slab
moreplanets:half_nibiru_sandstone_slab:0, Nibiru Sandstone Slab
moreplanets:half_nibiru_sandstone_slab:1, Nibiru Smooth Sandstone Slab
moreplanets:multalic_crystal_block, Block of Multalic Crystal
moreplanets:terrastone, Terrastone
moreplanets:purify_water_fluid, Purified Water
moreplanets:purify_gravel, Purified Gravel
moreplanets:huge_terrashroom_block, Terrashroom Block
moreplanets:terrastone_stairs, Terrastone Stairs
moreplanets:terrastone_furnace, Terrastone Furnace
moreplanets:sealable_nuclear_waste_rod, Sealable Nuclear Waste Rod
moreplanets:nibiru_grass_path:0, Infected Grass Path
moreplanets:nibiru_grass_path:1, Green Vein Grass Path
moreplanets:fronos_grass, Fronos Grass
moreplanets:fronos_dirt:0, Fronos Dirt
moreplanets:fronos_dirt:1, Fronos Coarse Dirt
moreplanets:fronos_farmland, Fronos Farmland
moreplanets:fronos_block:0, Fronos Stone
moreplanets:fronos_block:1, Fronos Cobblestone
moreplanets:fronos_block:2, Fronos Stone Brick
moreplanets:fronos_block:3, Fronos Mossy Stone Brick
moreplanets:fronos_block:4, Fronos Cracked Stone Brick
moreplanets:fronos_block:5, Fronos Chiseled Stone Brick
moreplanets:fronos_block:6, Fronos Dungeon Brick
moreplanets:fronos_ore:0, Iron Ore
moreplanets:fronos_ore:1, Gold Ore
moreplanets:fronos_ore:2, Tin Ore
moreplanets:fronos_ore:3, Copper Ore
moreplanets:fronos_ore:4, Aluminum Ore
moreplanets:fronos_ore:5, Lead Ore
moreplanets:fronos_ore:6, Coal Ore
moreplanets:fronos_ore:7, Lapis Ore
moreplanets:fronos_ore:8, Diamond Ore
moreplanets:fronos_ore:9, Emerald Ore
moreplanets:fronos_ore:10, Redstone Ore
moreplanets:fronos_ore:11, Silicon Ore
moreplanets:fronos_ore:12, Quartz Ore
moreplanets:fronos_ore:13, Extrailonite Ore
moreplanets:candy_cane_1:0, Red Candy Cane
moreplanets:candy_cane_1:1, Green Candy Cane
moreplanets:candy_cane_1:2, Blue Candy Cane
moreplanets:candy_cane_1:3, Orange Candy Cane
moreplanets:candy_cane_2:0, Pink Candy Cane
moreplanets:candy_cane_2:1, Yellow Candy Cane
moreplanets:candy_cane_2:2, Purple Candy Cane
moreplanets:candy_cane_2:3, Rainbow Candy Cane
moreplanets:jelly_block:0, Grape Jelly
moreplanets:jelly_block:1, Raspberry Jelly
moreplanets:jelly_block:2, Strawberry Jelly
moreplanets:jelly_block:3, Berry Jelly
moreplanets:jelly_block:4, Lime Jelly
moreplanets:jelly_block:5, Orange Jelly
moreplanets:jelly_block:6, Green Jelly
moreplanets:jelly_block:7, Lemon Jelly
moreplanets:space_warper_core, Space Warper Core
moreplanets:capsule, Capsule
moreplanets:space_bow, Space Bow
moreplanets:space_fishing_rod, Space Fishing Rod
moreplanets:dye_mp, Blue Dye
moreplanets:laser_bullet:0, Laser Bullet
moreplanets:laser_bullet:1, Infected Crystallized Laser Bullet
moreplanets:laser_gun, Laser Gun
moreplanets:space_fish:0, Zelius Fish
moreplanets:space_fish:1, Glowing Alien Fish
moreplanets:space_fish:2, Cheese Fish
moreplanets:special_schematic:0, NASA Workbench Schematic
moreplanets:special_schematic:1, NASA Workbench Schematic
moreplanets:alien_defender_reinforcement, Alien Defender Reinforcement
moreplanets:creative_space_kit, Creative Space Kit
moreplanets:vein_floater_disc, item.vein_floater_disc.name
